"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1656","부산광역시 수영구 민락동","181-169","0181","0169","해링턴 타워 광안디오션","23.7850","202503","14","17,000","9","개인","개인","2022","광안해변로284번길 38","-","중개거래","부산 수영구"
"1657","부산광역시 북구 화명동","2274-1","2274","0001","덕진 상뜨레-뷰 앙코르","24.8600","202503","14","4,400","5","개인","개인","2004","학사로 140","-","중개거래","부산 북구"
"1658","부산광역시 남구 용호동","487-10","0487","0010","정상네이처빌 5차","58.9782","202503","14","18,600","15","개인","개인","2019","동명로132번길 69","-","중개거래","부산 남구"
"1659","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202503","13","6,000","10","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"1660","부산광역시 동래구 온천동","182-9","0182","0009","이안 동래센트럴시티","46.0176","202503","13","22,280","33","법인","법인","2023","온천장로65번길 10","-","직거래","-"
"1661","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202503","13","8,900","16","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"1662","부산광역시 부산진구 전포동","881-5","0881","0005","더블루 오피스텔","28.7600","202503","13","6,700","4","개인","개인","2012","전포대로171번길 26","-","직거래","-"
"1663","부산광역시 사하구 신평동","411","0411","0000","퀸즈타운W 사하","74.0558","202503","13","27,000","5","개인","개인","2019","비봉로 93","-","직거래","-"
"1664","부산광역시 부산진구 부전동","143-5","0143","0005","큐브빌딩","27.7200","202503","13","10,300","15","개인","개인","2013","서전로 19","-","중개거래","부산 부산진구"
"1665","부산광역시 해운대구 좌동","1478-1","1478","0001","해운대 좌동 SK 허브 올리브","28.0535","202503","13","5,300","16","개인","개인","2005","양운로 56","-","중개거래","부산 해운대구"
"1666","부산광역시 해운대구 우동","1410","1410","0000","트럼프월드마린","167.9900","202503","12","160,000","16","개인","개인","2007","마린시티2로 47","-","중개거래","부산 해운대구"
"1667","부산광역시 해운대구 좌동","1475-1","1475","0001","해운대두산위브센티움","30.7000","202503","12","4,200","12","개인","법인","2004","양운로 55","-","중개거래","부산 해운대구"
"1668","부산광역시 남구 대연동","376-1","0376","0001","린다비스타","76.5200","202503","12","23,000","14","개인","개인","2016","수영로266번길 15-1","-","중개거래","부산 남구"
"1669","부산광역시 부산진구 전포동","552-2","0552","0002","궁전스카이","52.9900","202503","12","16,000","10","개인","개인","2015"," ","-","중개거래","부산 부산진구"
"1670","부산광역시 동래구 온천동","1854","1854","0000","더샵 동래","64.4814","202503","12","29,000","37","개인","개인","2023","온천장로 38","-","중개거래","부산 동래구"
"1671","부산광역시 연제구 연산동","707-2","0707","0002","연산오피스텔","31.9800","202503","12","4,300","4","법인","개인","1998","월드컵대로99번길 37","-","중개거래","부산 연제구"
"1672","부산광역시 연제구 연산동","588-14","0588","0014","큐브아이 오피스텔","20.2260","202503","12","4,400","5","개인","개인","2015","거제천로230번길 71","-","중개거래","부산 연제구"
"1673","부산광역시 사상구 괘법동","933-4","0933","0004","국제글로벌","23.5900","202503","12","5,000","7","개인","개인","2011","광장로 106","20250327","중개거래","부산 북구"
"1674","부산광역시 부산진구 범천동","848-8","0848","0008","부산 범일 로얄팰리스 2차","51.0310","202503","12","20,000","20","개인","개인","2020","범일로 176","-","중개거래","부산 부산진구"
"1675","부산광역시 서구 서대신동3가","293-10","0293","0010","서대센츄럴타운","52.6300","202503","12","10,000","4","개인","개인","2003","구덕로 335-1","-","중개거래","부산 서구"
"1676","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8840","202503","11","19,928","12","개인","법인","2025","중앙대로 841","-","직거래","-"
"1677","부산광역시 부산진구 전포동","141-1","0141","0001","천우 스카이 뷰 2차","50.9800","202503","11","17,700","13","개인","개인","2017"," ","-","중개거래","부산 부산진구"
"1678","부산광역시 부산진구 양정동","217","0217","0000","시청센트빌","27.7100","202503","11","4,700","7","개인","개인","2004","중앙대로 981","-","중개거래","부산 부산진구"
"1679","부산광역시 강서구 명지동","3599-3","3599","0003","명지국제신도시 삼정그린코아 더베스트","58.4015","202503","11","17,500","22","개인","개인","2019"," ","-","중개거래","부산 강서구"
"1680","부산광역시 부산진구 가야동","594-5","0594","0005","골드펠리체","52.0700","202503","11","17,300","10","개인","개인","2016","가야공원로 35-7","-","중개거래","부산 부산진구"
"1681","부산광역시 동래구 온천동","1850","1850","0000","동래 3차 SK VIEW","28.3780","202503","11","12,700","27","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구"
"1682","부산광역시 서구 부민동1가","6-1","0006","0001","스카이파크 빌딩","21.8400","202503","11","4,300","8","개인","개인","2011","구덕로 224","-","중개거래","부산 서구"
"1683","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","29.7916","202503","11","9,500","16","개인","개인","2023"," ","-","중개거래","부산 동구"
"1684","부산광역시 부산진구 부전동","406-23","0406","0023","노블리안","26.2800","202503","11","5,000","10","개인","개인","2003","부전로 116","-","중개거래","부산 부산진구"
"1685","부산광역시 해운대구 중동","154","0154","0000","청마 마이우스(101동)","44.7800","202503","11","13,000","7","개인","개인","2002","대천로42번길 14","-","중개거래","부산 해운대구"
"1686","부산광역시 해운대구 우동","1435-3","1435","0003","한일오르듀","43.6550","202503","10","15,200","19","개인","법인","2005","마린시티3로 37","-","중개거래","부산 해운대구"
"1687","부산광역시 해운대구 우동","1508","1508","0000","센텀뷰라움","28.2500","202503","10","13,500","30","법인","개인","2015","센텀2로 33","-","중개거래","부산 해운대구"
"1688","부산광역시 금정구 장전동","505-10","0505","0010","홍익아트빌","57.2800","202503","10","12,500","7","개인","개인","2016","금샘로17번길 6","-","중개거래","부산 금정구"
"1689","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202503","10","5,960","6","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"1690","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","26.3000","202503","10","8,700","14","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"1691","부산광역시 부산진구 부암동","48-3","0048","0003","타워베르빌","33.3310","202503","10","5,900","3","법인","개인","2005","시민공원로19번길 65","-","중개거래","부산 부산진구"
"1692","부산광역시 동구 초량동","598-12","0598","0012","하버씨티","29.9583","202503","10","12,000","3","개인","개인","2018","대영로239번길 17","-","중개거래","부산 동구"
"1693","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.2300","202503","09","7,100","10","개인","개인","2015"," ","-","중개거래","부산 연제구"
"1694","부산광역시 북구 구포동","409-5","0409","0005","세종아빌로스","61.4500","202503","09","9,000","6","개인","개인","2014","가람로52번길 15","-","중개거래","부산 북구"
"1695","부산광역시 사상구 괘법동","984","0984","0000","센트럴 스타힐스","27.4228","202503","08","13,500","34","개인","개인","2022","사상로223번길 23","-","중개거래","부산 사상구"
"1696","부산광역시 부산진구 전포동","881-5","0881","0005","더블루 오피스텔","28.7600","202503","08","7,600","9","개인","개인","2012","전포대로171번길 26","-","중개거래","부산 부산진구"
"1697","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","24.5200","202503","08","7,800","15","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"1698","부산광역시 수영구 광안동","200-6","0200","0006","빌리브광안에이파크오션","43.3900","202503","08","51,000","15","개인","개인","2020","광안해변로 175","-","중개거래","부산 수영구"
"1699","부산광역시 서구 토성동5가","50-10","0050","0010","서원블루오션 A","44.2500","202503","07","12,500","3","개인","개인","2012","초장로 51","-","중개거래","부산 서구"
"1700","부산광역시 동구 범일동","830-140","0830","0140","동일타워","29.6400","202503","07","7,400","25","개인","개인","2014","조방로 14","-","중개거래","부산 동구"
"1701","부산광역시 부산진구 부전동","474-80","0474","0080","유원골든타워오피스텔","68.7000","202503","07","12,000","17","개인","법인","1994","서면문화로 27","-","직거래","-"
"1702","부산광역시 부산진구 부전동","474-80","0474","0080","유원골든타워오피스텔","44.0550","202503","07","8,800","14","개인","개인","1994","서면문화로 27","-","중개거래","부산 부산진구"
"1703","부산광역시 연제구 거제동","139-1","0139","0001","벽산이-메타폴리스","30.0900","202503","06","7,500","14","개인","개인","2005","온천천공원길 4","-","직거래","-"
"1704","부산광역시 해운대구 좌동","1485-3","1485","0003","해운대 옥스포드빌딩","63.6200","202503","06","14,300","8","개인","개인","2015"," ","-","중개거래","부산 해운대구"
"1705","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202503","06","6,350","22","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"1706","부산광역시 강서구 명지동","3432-3","3432","0003","부산명지 대방디엠시티 센텀오션2차","27.1972","202503","06","9,000","9","법인","개인","2021","명지국제6로 107","-","중개거래","부산 강서구"
"1707","부산광역시 동구 범일동","830-62","0830","0062","범일역 삼정그린코아 더 시티","29.1200","202503","06","13,500","19","개인","개인","2021","범일로90번길 17","-","중개거래","부산 동구"
"1708","부산광역시 강서구 명지동","3229-26","3229","0026","명지 삼정그린코아 웨스트","23.6182","202503","06","5,200","13","개인","개인","2015","명지오션시티9로 50","-","중개거래","부산 강서구"
"1709","부산광역시 해운대구 우동","1523","1523","0000","WBC the PALACE","223.5300","202503","06","220,000","13","법인","개인","2011","센텀1로 28","-","중개거래","부산 해운대구"
"1710","부산광역시 영도구 영선동4가","1-2","0001","0002","신화하니엘 더마린","81.9440","202503","06","23,000","13","개인","법인","2019","절영로94번길 33","-","중개거래","부산 영도구"
"1711","부산광역시 부산진구 개금동","878","0878","0000","이진 젠시티 개금","61.2564","202503","06","24,800","7","개인","개인","2023","가야대로 497","-","중개거래","부산 부산진구"
"1712","부산광역시 사하구 하단동","592-2","0592","0002","주노빌딩","28.3400","202503","06","7,200","12","개인","개인","2004","낙동남로 1394","-","중개거래","부산 사하구"
"1713","부산광역시 기장군 정관읍 매학리","720-6","0720","0006","ZOOM시티 오피스텔","26.9108","202503","05","9,340","10","법인","법인","2021","정관중앙로 27","-","직거래","-"
