"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"6833","부산광역시 금정구 두구동","5**","8m미만","49.59","월세","202501","01","500","25","","임석2길","202501~202701","신규","-","","","단독다가구"
"6834","부산광역시 사상구 덕포동","4**","12m미만","18.00","월세","202501","01","300","30","2014","사상로342번길","202501~202601","신규","-","","","단독다가구"
"6835","부산광역시 남구 용호동","3**","12m미만","208.80","월세","202501","01","0","20","1990","동명로169번길","202501~202712","신규","-","","","단독다가구"
"6836","부산광역시 사하구 괴정동","2**","8m미만","11.17","월세","202501","01","200","32","1971","승학로224번길","202501~202512","신규","-","","","단독다가구"
"6837","부산광역시 북구 구포동","7**","8m미만","25.16","월세","202501","01","0","35","2018","가람로52번길","202501~202512","신규","-","","","단독다가구"
"6838","부산광역시 영도구 영선동3가","1**","8m미만","142.54","월세","202501","01","500","15","1996","남항새싹길","202501~202612","신규","-","","","단독다가구"
"6839","부산광역시 사하구 장림동","6**","8m미만","144.75","월세","202501","01","100","20","1992","장림번영로28번길","202501~202712","신규","-","","","단독다가구"
"6840","부산광역시 북구 만덕동","3**","8m미만","176.39","월세","202501","01","300","30","","중리로20번가길","202501~202505","신규","-","","","단독다가구"
"6841","부산광역시 사하구 괴정동","2**","12m미만","84.00","월세","202501","01","300","29","2010","승학로224번길","202502~202602","신규","-","","","단독다가구"
"6842","부산광역시 남구 대연동","1***","8m미만","22.04","월세","202501","01","100","37","2008","못골번영로40번길","202501~202502","신규","-","","","단독다가구"
"6843","부산광역시 해운대구 반송동","*","8m미만","65.00","월세","202501","01","1,000","30","","윗반송로51번길","202501~202701","신규","-","","","단독다가구"
"6844","부산광역시 남구 감만동","*","8m미만","136.50","월세","202501","01","50","20","1976","양지골로251번가길","202501~202512","신규","-","","","단독다가구"
"6845","부산광역시 사상구 감전동","1**","8m미만","29.75","월세","202501","01","2,000","20","1974","주감로7번길","202501~202701","신규","-","","","단독다가구"
"6846","부산광역시 금정구 장전동","1**","25m미만","106.65","월세","202501","01","3,000","45","1992","금정로","202501~202701","신규","-","","","단독다가구"
"6847","부산광역시 해운대구 송정동","1**","12m미만","150.19","월세","202501","01","500","30","1990","송정중앙로5번길","202412~202612","신규","-","","","단독다가구"
"6848","부산광역시 사하구 당리동","3**","8m미만","139.90","월세","202501","01","500","40","1979","승학로","202501~202612","신규","-","","","단독다가구"
"6849","부산광역시 남구 문현동","5**","8m미만","124.00","월세","202501","01","700","40","","황령대로90번다길","202501~202601","신규","-","","","단독다가구"
"6850","부산광역시 사하구 장림동","6**","8m미만","110.91","전세","202501","01","2,000","0","1977","장평로133번길","202501~202712","신규","-","","","단독다가구"
"6851","부산광역시 연제구 연산동","3**","12m미만","127.74","전세","202412","31","10,000","0","1980","안연로7번가길","202501~202701","신규","-","","","단독다가구"
"6852","부산광역시 동래구 명장동","5**","8m미만","81.78","월세","202412","31","8,900","20","1987","명서로120번길","202501~202701","신규","-","","","단독다가구"
"6853","부산광역시 동래구 명장동","5**","8m미만","198.04","월세","202412","31","500","20","1987","명서로120번길","202501~202701","신규","-","","","단독다가구"
"6854","부산광역시 동래구 명장동","2*","8m미만","180.44","월세","202412","31","2,000","20","1984","반송로251번길","202501~202701","신규","-","","","단독다가구"
"6855","부산광역시 북구 화명동","1***","8m미만","23.14","월세","202412","31","300","23","1988","와석장터로","202412~202512","신규","-","","","단독다가구"
"6856","부산광역시 영도구 신선동3가","1**","8m미만","49.98","월세","202412","31","3,000","25","","수정길","202501~202701","신규","-","","","단독다가구"
"6857","부산광역시 동래구 사직동","1**","12m미만","41.00","월세","202412","31","2,000","46","1991","여고로113번길","202412~202612","신규","-","","","단독다가구"
"6858","부산광역시 부산진구 개금동","2**","8m미만","148.83","월세","202412","31","1,500","29","1978","개금온정로28번길","202501~202612","신규","-","","","단독다가구"
"6859","부산광역시 금정구 두구동","7**","8m미만","119.58","전세","202412","31","2,500","0","1981","대두로29번길","202412~202612","신규","-","","","단독다가구"
"6860","부산광역시 연제구 연산동","3**","12m미만","55.74","월세","202412","31","5,600","10","1980","안연로7번가길","202412~202612","신규","-","","","단독다가구"
"6861","부산광역시 금정구 장전동","1**","12m미만","20.00","월세","202412","31","500","29","2015","수림로61번길","202412~202512","신규","-","","","단독다가구"
"6862","부산광역시 부산진구 가야동","5**","8m미만","16.50","월세","202412","31","100","27","2009","가야공원로63번길","202412~202508","신규","-","","","단독다가구"
"6863","부산광역시 사하구 하단동","8**","8m미만","49.50","전세","202412","31","8,000","0","1977","낙동대로549번길","202501~202701","신규","-","","","단독다가구"
"6864","부산광역시 남구 대연동","5*","8m미만","135.18","월세","202412","31","200","27","2001","용소로19번길","202412~202512","신규","-","","","단독다가구"
"6865","부산광역시 해운대구 재송동","1***","8m미만","88.21","월세","202412","31","500","35","2016","해운대로143번길","202412~202512","신규","-","","","단독다가구"
"6866","부산광역시 수영구 민락동","7**","8m미만","23.10","월세","202412","31","500","44","2001","광안로61번길","202501~202512","신규","-","","","단독다가구"
"6867","부산광역시 북구 덕천동","3**","8m미만","137.27","월세","202412","31","300","30","1986","의성로78번길","202501~202601","신규","-","","","단독다가구"
"6868","부산광역시 금정구 남산동","1***","8m미만","43.38","월세","202412","31","7,000","15","1987","두실로","202501~202701","신규","-","","","단독다가구"
"6869","부산광역시 사하구 괴정동","5**","8m미만","45.23","월세","202412","31","500","30","1992","괴정로231번길","202501~202701","신규","-","","","단독다가구"
"6870","부산광역시 영도구 동삼동","2**","12m미만","201.73","월세","202412","31","200","30","2012","와치로167번길","202412~202512","신규","-","","","단독다가구"
"6871","부산광역시 기장군 기장읍 교리","3**","25m이상","181.38","월세","202412","31","200","35","2010","차성동로154번길","202412~202512","신규","-","","","단독다가구"
"6872","부산광역시 기장군 정관읍 모전리","6**","12m미만","36.30","월세","202412","31","500","40","2013","모전2길","202501~202701","신규","-","","","단독다가구"
"6873","부산광역시 기장군 정관읍 용수리","1***","12m미만","32.00","월세","202412","31","500","40","2013","가동2길","202501~202601","신규","-","","","단독다가구"
"6874","부산광역시 기장군 정관읍 용수리","1***","12m미만","32.00","월세","202412","31","500","40","2013","가동2길","202501~202601","신규","-","","","단독다가구"
"6875","부산광역시 기장군 정관읍 달산리","9**","12m미만","45.00","월세","202412","30","500","38","2023","달산4길","202401~202412","신규","-","","","단독다가구"
"6876","부산광역시 기장군 기장읍 대라리","3**","12m미만","63.16","월세","202412","30","1,000","65","2018","차성로253번길","202412~202512","신규","-","","","단독다가구"
"6877","부산광역시 기장군 일광읍 삼성리","8**","12m미만","29.45","월세","202412","30","500","63","2022","해빛6로","202501~202601","신규","-","","","단독다가구"
"6878","부산광역시 기장군 기장읍 동부리","3**","12m미만","18.90","월세","202412","30","300","29","2013","차성동로","202412~202503","신규","-","","","단독다가구"
"6879","부산광역시 금정구 장전동","1**","8m미만","20.00","월세","202412","30","500","36","2017","수림로61번길","202412~202512","신규","-","","","단독다가구"
"6880","부산광역시 금정구 남산동","4*","12m미만","42.32","월세","202412","30","2,000","20","1983","범어천로38번길","202501~202701","신규","-","","","단독다가구"
"6881","부산광역시 금정구 장전동","2**","12m미만","13.22","월세","202412","30","2,000","30","2020","부산대학로50번길","202501~202601","신규","-","","","단독다가구"
"6882","부산광역시 수영구 망미동","4**","25m미만","137.39","월세","202412","30","1,000","50","1978","망미배산로48번길","202501~202701","신규","-","","","단독다가구"
"6883","부산광역시 강서구 명지동","3***","12m미만","28.75","월세","202412","30","500","55","2017","명지국제12로47번길","202501~202601","신규","-","","","단독다가구"
"6884","부산광역시 금정구 장전동","4**","8m미만","25.94","월세","202412","30","2,000","35","2015","장전온천천로79번길","202501~202601","신규","-","","","단독다가구"
"6885","부산광역시 금정구 장전동","3**","12m미만","20.00","월세","202412","30","300","29","2011","부산대학로64번길","202501~202601","신규","-","","","단독다가구"
"6886","부산광역시 사상구 주례동","5*","8m미만","20.00","전세","202412","30","6,000","0","2019","진사로24번길","202501~202701","신규","-","","","단독다가구"
"6887","부산광역시 금정구 장전동","2**","8m미만","20.00","월세","202412","30","500","30","2011","금강로321번안길","202502~202602","신규","-","","","단독다가구"
"6888","부산광역시 사상구 주례동","9*","8m미만","24.91","월세","202412","30","3,000","25","2020","가야대로330번길","202412~202612","신규","-","","","단독다가구"
"6889","부산광역시 금정구 부곡동","2**","12m미만","197.35","월세","202412","30","1,000","30","1988","동부곡로15번길","202412~202612","신규","-","","","단독다가구"
"6890","부산광역시 수영구 광안동","1**","8m미만","82.24","월세","202412","30","1,000","30","2012","수영로610번길","202412~202512","신규","-","","","단독다가구"
"6891","부산광역시 중구 보수동1가","2*","8m미만","235.58","월세","202412","30","500","38","2013","보수대로140번길","202412~202512","신규","-","","","단독다가구"
"6892","부산광역시 부산진구 전포동","3**","8m미만","59.06","월세","202412","30","2,000","100","1988","동성로25번길","202501~202801","신규","-","","","단독다가구"
